district,year,office,candidate,party,writein,candidatevotes,totalvotes,
washington7,2016,US House,Brady Pi_ero Walkinshaw,democrat,FALSE,166744,378754,
washington7,2016,US House,Pramila Jayapal,democrat,FALSE,212010,378754,
washington8,2016,US House,David G. Reichert,republican,FALSE,193145,320865,
washington8,2016,US House,Tony Ventrella,democrat,FALSE,127720,320865,
washington9,2016,US House,Doug Basler,republican,FALSE,76317,281482,
washington9,2016,US House,Adam Smith,democrat,FALSE,205165,281482,
washington10,2016,US House,Denny Heck,democrat,FALSE,170460,290564,
washington10,2016,US House,Jim Postma,republican,FALSE,120104,290564,
west_virginia1,2016,US House,Mike Manypenny,democrat,FALSE,73534,237003,
west_virginia1,2016,US House,David B. McKinley,republican,FALSE,163469,237003,
west_virginia2,2016,US House,Mark Hunt,democrat,FALSE,101207,242014,
west_virginia2,2016,US House,Alexander X. Mooney,republican,FALSE,140807,242014,
west_virginia3,2016,US House,Zane Lawhorn,libertarian,FALSE,16883,207332,
west_virginia3,2016,US House,Evan H. Jenkins,republican,FALSE,140741,207332,
west_virginia3,2016,US House,Matt Detch,democrat,FALSE,49708,207332,
wisconsin1,2016,US House,scatter,,FALSE,255,354245,
wisconsin1,2016,US House,Ryan Solen,democrat,FALSE,107003,354245,
wisconsin1,2016,US House,Spencer Zimmerman,trump conservative,FALSE,9429,354245,
wisconsin1,2016,US House,Paul D. Ryan,republican,FALSE,230072,354245,
wisconsin1,2016,US House,Jason Lebeck,libertarian,FALSE,7486,354245,
wisconsin2,2016,US House,Mark Pocan,democrat,FALSE,273537,398060,
wisconsin2,2016,US House,NA,NA,TRUE,479,398060,
wisconsin2,2016,US House,Peter Theron,republican,FALSE,124044,398060,
wisconsin3,2016,US House,Ron Kind,democrat,FALSE,257401,260370,
wisconsin3,2016,US House,scatter,,FALSE,2800,260370,
wisconsin3,2016,US House,NA,NA,TRUE,169,260370,
wisconsin4,2016,US House,Andy Craig,libertarian,FALSE,32183,286909,
wisconsin4,2016,US House,Robert R. Raymond,independent,FALSE,33494,286909,
wisconsin4,2016,US House,scatter,,FALSE,1051,286909,
wisconsin4,2016,US House,Gwen Moore,democrat,FALSE,220181,286909,
wisconsin5,2016,US House,scatter,,FALSE,337,390844,
wisconsin5,2016,US House,John Arndt,libertarian,FALSE,15324,390844,
wisconsin5,2016,US House,F. James Sensenbrenner Jr,republican,FALSE,260706,390844,
wisconsin5,2016,US House,Khary Penebaker,democrat,FALSE,114477,390844,
wisconsin6,2016,US House,Sarah Lloyd,democrat,FALSE,133072,357183,
wisconsin6,2016,US House,scatter,,FALSE,248,357183,
wisconsin6,2016,US House,Glenn Grothman,republican,FALSE,204147,357183,
wisconsin6,2016,US House,Jeff Dahlke,independent,FALSE,19716,357183,
wisconsin7,2016,US House,Mary Hoeft,democrat,FALSE,138643,362271,
wisconsin7,2016,US House,scatter,,FALSE,210,362271,
wisconsin7,2016,US House,Sean P. Duffy,republican,FALSE,223418,362271,
wisconsin8,2016,US House,NA,NA,TRUE,2,363780,
wisconsin8,2016,US House,Mike Gallagher,republican,FALSE,227892,363780,
wisconsin8,2016,US House,NA,NA,TRUE,16,363780,
wisconsin8,2016,US House,scatter,,FALSE,188,363780,
wisconsin8,2016,US House,Tom Nelson,democrat,FALSE,135682,363780,
wyoming,2016,US House,Blank Vote,,FALSE,6621,258788,
wyoming,2016,US House,Over Vote,,FALSE,391,258788,
wyoming,2016,US House,Daniel Clyde Cummings,constitution,FALSE,10362,258788,
wyoming,2016,US House,Ryan Greene,democrat,FALSE,75466,258788,
wyoming,2016,US House,NA,NA,TRUE,739,258788,
wyoming,2016,US House,Lawrence Gerard Struempf,libertarian,FALSE,9033,258788,
wyoming,2016,US House,Liz Cheney,republican,FALSE,156176,258788,
alabama1,2018,US House,Robert Kennedy Jr,democrat,FALSE,89226,242617,
alabama1,2018,US House,Bradley Byrne,republican,FALSE,153228,242617,
alabama1,2018,US House,NA,NA,TRUE,163,242617,
alabama2,2018,US House,Martha Roby,republican,FALSE,138879,226230,
alabama2,2018,US House,Tabitha Isner,democrat,FALSE,86931,226230,
alabama2,2018,US House,NA,NA,TRUE,420,226230,
alabama3,2018,US House,Mike Rogers,republican,FALSE,147770,231915,
alabama3,2018,US House,Mallory Hagan,democrat,FALSE,83996,231915,
alabama3,2018,US House,NA,NA,TRUE,149,231915,
alabama4,2018,US House,Robert Aderholt,republican,FALSE,184255,230969,
alabama4,2018,US House,Lee Auman,democrat,FALSE,46492,230969,
alabama4,2018,US House,NA,NA,TRUE,222,230969,
alabama5,2018,US House,Mo Brooks,republican,FALSE,159063,260673,
alabama5,2018,US House,Peter Joffrion,democrat,FALSE,101388,260673,
alabama5,2018,US House,NA,NA,TRUE,222,260673,
alabama6,2018,US House,Gary Palmer,republican,FALSE,192542,278328,
alabama6,2018,US House,Danner Kline,democrat,FALSE,85644,278328,
alabama6,2018,US House,NA,NA,TRUE,142,278328,
alabama7,2018,US House,Terri Sewell,democrat,FALSE,185010,189163,
alabama7,2018,US House,NA,NA,TRUE,4153,189163,
alaska1,2018,US House,Alyse S. Galvin,democrat,FALSE,131199,282166,
alaska1,2018,US House,Don Young,republican,FALSE,149779,282166,
alaska1,2018,US House,NA,NA,TRUE,1188,282166,
arizona1,2018,US House,Wendy Rogers,republican,FALSE,122784,266089,
arizona1,2018,US House,Tom O'Halleran,democrat,FALSE,143240,266089,
arizona1,2018,US House,NA,NA,TRUE,65,266089,
arizona2,2018,US House,Lea Marquez Peterson,republican,FALSE,133083,294152,
arizona2,2018,US House,Ann Kirkpatrick,democrat,FALSE,161000,294152,
arizona2,2018,US House,NA,NA,TRUE,69,294152,
arizona3,2018,US House,"Nicolas """"Nick"""" Pierson",republican,FALSE,64868,179518,
arizona3,2018,US House,Raul Grijalva,democrat,FALSE,114650,179518,
arizona4,2018,US House,Paul Gosar,republican,FALSE,188842,277035,
arizona4,2018,US House,David Brill,democrat,FALSE,84521,277035,
arizona4,2018,US House,Haryaksha Gregor Knauer,green,FALSE,3672,277035,
arizona5,2018,US House,Andy Biggs,republican,FALSE,186037,313064,
arizona5,2018,US House,Joan Greene,democrat,FALSE,127027,313064,
arizona6,2018,US House,David Schweikert,republican,FALSE,173140,313699,
arizona6,2018,US House,Anita Malik,democrat,FALSE,140559,313699,
arizona7,2018,US House,Ruben Gallego,democrat,FALSE,113044,132051,
arizona7,2018,US House,Gary Swing,green,FALSE,18706,132051,
arizona7,2018,US House,NA,NA,TRUE,301,132051,
arizona8,2018,US House,Debbie Lesko,republican,FALSE,168835,304417,
arizona8,2018,US House,Hiral Tipirneni,democrat,FALSE,135569,304417,
arizona8,2018,US House,Steven Hummel,NA,TRUE,13,304417,
arizona9,2018,US House,Stephen L Ferrara,republican,FALSE,101662,261245,
arizona9,2018,US House,Greg Stanton,democrat,FALSE,159583,261245,
arkansas1,2018,US House,Rick Crawford,republican,FALSE,138757,201245,
arkansas1,2018,US House,Chintan Desai,democrat,FALSE,57907,201245,
arkansas1,2018,US House,Elvis Presley,libertarian,FALSE,4581,201245,
arkansas2,2018,US House,French Hill,republican,FALSE,132125,253453,
arkansas2,2018,US House,Joe Ryne Swafford,libertarian,FALSE,5193,253453,
arkansas2,2018,US House,Clarke Tucker,democrat,FALSE,116135,253453,
arkansas3,2018,US House,Michael J. Kalagias,libertarian,FALSE,5899,229708,
arkansas3,2018,US House,Josh Mahony,democrat,FALSE,74952,229708,
arkansas3,2018,US House,Steve Womack,republican,FALSE,148717,229708,
arkansas3,2018,US House,NA,NA,TRUE,140,229708,
arkansas4,2018,US House,Tom Canada,libertarian,FALSE,3952,204892,
arkansas4,2018,US House,Hayden Catherine Shamel,democrat,FALSE,63984,204892,
arkansas4,2018,US House,Bruce Westerman,republican,FALSE,136740,204892,
arkansas4,2018,US House,NA,NA,TRUE,216,204892,
california1,2018,US House,Audrey Denney,democrat,FALSE,131548,291594,
california1,2018,US House,Doug La Malfa,republican,FALSE,160046,291594,
california2,2018,US House,Dale K. Mensing,republican,FALSE,72576,315657,
california2,2018,US House,Jared Huffman,democrat,FALSE,243081,315657,
california3,2018,US House,Charlie Schaupp,republican,FALSE,97376,232251,
california3,2018,US House,John Garamendi,democrat,FALSE,134875,232251,
california4,2018,US House,Jessica Morse,democrat,FALSE,156253,340654,
california4,2018,US House,Tom McClintock,republican,FALSE,184401,340654,
california5,2018,US House,Anthony Mills,no party preference,FALSE,55158,261018,
california5,2018,US House,Mike Thompson,democrat,FALSE,205860,261018,
california6,2018,US House,Doris Matsui,democrat,FALSE,162411,201939,
california6,2018,US House,Jrmar Jefferson,democrat,FALSE,39528,201939,
california7,2018,US House,Ami Bera,democrat,FALSE,155016,281617,
california7,2018,US House,Andrew Grant,republican,FALSE,126601,281617,
california8,2018,US House,Paul Cook,republican,FALSE,102415,170785,
california8,2018,US House,Tim Donnelly,republican,FALSE,68370,170785,
california9,2018,US House,Jerry McNerney,democrat,FALSE,113414,200763,
california9,2018,US House,Marla Livengood,republican,FALSE,87349,200763,
california10,2018,US House,Jeff Denham,republican,FALSE,105955,221900,
california10,2018,US House,Josh Harder,democrat,FALSE,115945,221900,
california11,2018,US House,John Fitzgerald,republican,FALSE,71312,275681,
california11,2018,US House,Mark DeSaulnier,democrat,FALSE,204369,275681,
california12,2018,US House,Lisa Remmer,republican,FALSE,41780,317072,
california12,2018,US House,Nancy Pelosi,democrat,FALSE,275292,317072,
california13,2018,US House,Barbara Lee,democrat,FALSE,260580,294837,
california13,2018,US House,Laura Wells,green,FALSE,34257,294837,
california14,2018,US House,Cristina Osmena,republican,FALSE,55439,266823,
california14,2018,US House,Jackie Speier,democrat,FALSE,211384,266823,
california15,2018,US House,Eric Swalwell,democrat,FALSE,177989,243929,
california15,2018,US House,Rudy L. Peters Jr,republican,FALSE,65940,243929,
california16,2018,US House,Elizabeth Heng,republican,FALSE,60693,142959,
california16,2018,US House,Jim Costa,democrat,FALSE,82266,142959,
california17,2018,US House,Ro Khanna,democrat,FALSE,159105,211162,
california17,2018,US House,Ron Cohen,republican,FALSE,52057,211162,
california18,2018,US House,Anna G. Eshoo,democrat,FALSE,225142,302238,
california18,2018,US House,Christine Russell,republican,FALSE,77096,302238,
california19,2018,US House,Justin James Aguilera,republican,FALSE,57823,220319,
california19,2018,US House,Zoe Lofgren,democrat,FALSE,162496,220319,
california20,2018,US House,Jimmy Panetta,democrat,FALSE,183677,225721,
california20,2018,US House,Ronald Paul Kabat,no party preference,FALSE,42044,225721,
california21,2018,US House,David G. Valadao,republican,FALSE,56377,113616,
california21,2018,US House,TJ Cox,democrat,FALSE,57239,113616,
california22,2018,US House,Andrew Janz,democrat,FALSE,105136,222379,
california22,2018,US House,Devin G. Nunes,republican,FALSE,117243,222379,
california23,2018,US House,Kevin McCarthy,republican,FALSE,131113,205774,
california23,2018,US House,Tatiana Matta,democrat,FALSE,74661,205774,
california24,2018,US House,Justin Fareed,republican,FALSE,117881,284431,
california24,2018,US House,Salud Carbajal,democrat,FALSE,166550,284431,
california25,2018,US House,Katie Hill,democrat,FALSE,133209,245022,
california25,2018,US House,Steve Knight,republican,FALSE,111813,245022,
california26,2018,US House,Antonio Sabato Jr,republican,FALSE,97210,255426,
california26,2018,US House,Julia Brownley,democrat,FALSE,158216,255426,
california27,2018,US House,Bryan Witt,democrat,FALSE,42132,202636,
california27,2018,US House,Judy Chu,democrat,FALSE,160504,202636,
california28,2018,US House,Adam B. Schiff,democrat,FALSE,196662,250934,
california28,2018,US House,Johnny J. Nalbandian,republican,FALSE,54272,250934,
california29,2018,US House,Benito Benny Bernal,republican,FALSE,29995,154692,
california29,2018,US House,Tony Cardenas,democrat,FALSE,124697,154692,
california30,2018,US House,Brad Sherman,democrat,FALSE,191573,260993,
california30,2018,US House,Mark S. Reed,republican,FALSE,69420,260993,
california31,2018,US House,Pete Aguilar,democrat,FALSE,110143,187495,
california31,2018,US House,Sean Flynn,republican,FALSE,77352,187495,
california32,2018,US House,Grace Flores Napolitano,democrat,FALSE,121759,177031,
california32,2018,US House,Joshua M. Scott,republican,FALSE,55272,177031,
california33,2018,US House,Kenneth Weston Wright,republican,FALSE,93769,312860,
california33,2018,US House,Ted W. Lieu,democrat,FALSE,219091,312860,
california34,2018,US House,Jimmy Gomez,democrat,FALSE,110195,151906,
california34,2018,US House,Kenneth Mejia,green,FALSE,41711,151906,
california35,2018,US House,Christian Leonel Valiente,republican,FALSE,45604,149024,
california35,2018,US House,Norma J. Torres,democrat,FALSE,103420,149024,
california36,2018,US House,Kimberlin Brown Pelzer,republican,FALSE,84839,207008,
california36,2018,US House,Raul Ruiz,democrat,FALSE,122169,207008,
california37,2018,US House,Karen Bass,democrat,FALSE,210555,236378,
california37,2018,US House,Ron J. Bassilian,republican,FALSE,25823,236378,
california38,2018,US House,Linda T. Sanchez,democrat,FALSE,139188,202156,
california38,2018,US House,Ryan Downing,republican,FALSE,62968,202156,
california39,2018,US House,Gil Cisneros,democrat,FALSE,126002,244393,
california39,2018,US House,Young Kim,republican,FALSE,118391,244393,
california40,2018,US House,Lucille Roybal-Allard,democrat,FALSE,93938,121449,
california40,2018,US House,Rodolfo Cortes Barragan,green,FALSE,27511,121449,
california41,2018,US House,Aja Smith,republican,FALSE,58021,166248,
california41,2018,US House,Mark Takano,democrat,FALSE,108227,166248,
california42,2018,US House,Julia C Peacock,democrat,FALSE,100892,231932,
california42,2018,US House,Ken Calvert,republican,FALSE,131040,231932,
california43,2018,US House,Maxine Waters,democrat,FALSE,152272,196052,
california43,2018,US House,Omar Navarro,republican,FALSE,43780,196052,
california44,2018,US House,Aja L. Brown,democrat,FALSE,45378,143322,
california44,2018,US House,Nanette Diaz Barragan,democrat,FALSE,97944,143322,
california45,2018,US House,Katie Porter,democrat,FALSE,158906,305289,
california45,2018,US House,Mimi Walters,republican,FALSE,146383,305289,
california46,2018,US House,Lou Correa,democrat,FALSE,102278,147916,
california46,2018,US House,Russell Rene Lambert,republican,FALSE,45638,147916,
california47,2018,US House,Alan Lowenthal,democrat,FALSE,143354,221036,
california47,2018,US House,John Briscoe,republican,FALSE,77682,221036,
california48,2018,US House,Dana Rohrabacher,republican,FALSE,136899,294736,
california48,2018,US House,Harley Rouda,democrat,FALSE,157837,294736,
california49,2018,US House,Diane L. Harkey,republican,FALSE,128577,295030,
california49,2018,US House,Mike Levin,democrat,FALSE,166453,295030,
california50,2018,US House,Ammar Campa-Najjar,democrat,FALSE,125448,259810,
california50,2018,US House,Duncan Hunter,republican,FALSE,134362,259810,
california51,2018,US House,Juan M. Hidalgo Jr,republican,FALSE,44301,153828,
california51,2018,US House,Juan Vargas,democrat,FALSE,109527,153828,
california52,2018,US House,Omar Qudrat,republican,FALSE,107015,296007,
california52,2018,US House,Scott Peters,democrat,FALSE,188992,296007,
california53,2018,US House,Morgan Murtaugh,republican,FALSE,83127,268794,
california53,2018,US House,Susan A. Davis,democrat,FALSE,185667,268794,
colorado1,2018,US House,Charles Casper Stockham,republican,FALSE,85207,369693,
colorado1,2018,US House,Diana DeGette,democrat,FALSE,272886,369693,
colorado1,2018,US House,Raymon Anthony Doane,libertarian,FALSE,11600,369693,
colorado2,2018,US House,Joe Neguse,democrat,FALSE,259608,430614,
colorado2,2018,US House,Peter Yu,republican,FALSE,144901,430614,
colorado2,2018,US House,Roger Barris,libertarian,FALSE,9749,430614,
colorado2,2018,US House,Nick Thomas,independent,FALSE,16356,430614,
colorado3,2018,US House,Scott R. Tipton,republican,FALSE,173205,336189,
colorado3,2018,US House,Diane Mitsch Bush,democrat,FALSE,146426,336189,
colorado3,2018,US House,Gaylon Kent,libertarian,FALSE,5727,336189,
colorado3,2018,US House,Mary M. Malarsie,independent,FALSE,10831,336189,
colorado4,2018,US House,Karen McCormick,democrat,FALSE,145544,369582,
colorado4,2018,US House,Ken Buck,republican,FALSE,224038,369582,
colorado5,2018,US House,Stephany Rose Spaulding,democrat,FALSE,126848,322645,
colorado5,2018,US House,Doug Lamborn,republican,FALSE,184002,322645,
colorado5,2018,US House,Douglas Randall,libertarian,FALSE,11795,322645,
colorado6,2018,US House,Mike Coffman,republican,FALSE,148685,346817,
colorado6,2018,US House,Jason Crow,democrat,FALSE,187639,346817,
colorado6,2018,US House,Kat Martin,libertarian,FALSE,5886,346817,
colorado6,2018,US House,Dan Chapin,unaffiliated,FALSE,4607,346817,
colorado7,2018,US House,Ed Perlmutter,democrat,FALSE,204260,338006,
colorado7,2018,US House,Mark Barrington,republican,FALSE,119734,338006,
colorado7,2018,US House,Jennifer Nackerud,libertarian,FALSE,14012,338006,
connecticut1,2018,US House,John B Larson,democrat,FALSE,166155,274140,
connecticut1,2018,US House,Jennifer T Nye,republican,FALSE,96024,274140,
connecticut1,2018,US House,John B Larson,working families,FALSE,8932,274140,
connecticut1,2018,US House,Thomas McCormick,green,FALSE,3029,274140,
connecticut2,2018,US House,Joe Courtney,democrat,FALSE,167659,289114,
connecticut2,2018,US House,Danny Postemski Jr,republican,FALSE,102483,289114,
connecticut2,2018,US House,Joe Courtney,working families,FALSE,12072,289114,
connecticut2,2018,US House,Daniel Reale,libertarian,FALSE,3305,289114,
connecticut2,2018,US House,Michelle Louise Bicking,green,FALSE,3595,289114,
connecticut3,2018,US House,Rosa L DeLauro,democrat,FALSE,163211,270239,
connecticut3,2018,US House,Angel Cadena,republican,FALSE,95667,270239,
connecticut3,2018,US House,Rosa L DeLauro,working families,FALSE,11361,270239,
connecticut4,2018,US House,Jim Himes,democrat,FALSE,168726,275651,
connecticut4,2018,US House,Harry Arora,republican,FALSE,103175,275651,
connecticut4,2018,US House,Harry Arora,independent,FALSE,3746,275651,
connecticut4,2018,US House,NA,NA,TRUE,4,275651,
connecticut5,2018,US House,Jahana Hayes,democrat,FALSE,142901,270664,
connecticut5,2018,US House,Manny Santos,republican,FALSE,115146,270664,
connecticut5,2018,US House,Jahana Hayes,working families,FALSE,8324,270664,
connecticut5,2018,US House,Manny Santos,independent,FALSE,4280,270664,
connecticut5,2018,US House,NA,NA,TRUE,13,270664,
delaware1,2018,US House,Lisa Blunt Rochester,democrat,FALSE,227353,352737,
delaware1,2018,US House,Scott Walker,republican,FALSE,125384,352737,
florida1,2018,US House,Jennifer M. Zimmerman,democrat,FALSE,106199,322388,
florida1,2018,US House,Matt Gaetz,republican,FALSE,216189,322388,
florida2,2018,US House,Bob Rackleff,democrat,FALSE,96233,295568,
florida2,2018,US House,Neal Dunn,republican,FALSE,199335,295568,
florida3,2018,US House,Ted Yoho,republican,FALSE,176616,306496,
florida3,2018,US House,Yvonne Hayes Hinson,democrat,FALSE,129880,306496,
florida4,2018,US House,George 'Ges' Selmont,democrat,FALSE,123351,381249,
florida4,2018,US House,Jason Michael Bulger,no party affiliation,FALSE,2321,381249,
florida4,2018,US House,Joceline Berrios,no party affiliation,FALSE,7155,381249,
florida4,2018,US House,John H. Rutherford,republican,FALSE,248420,381249,
florida4,2018,US House,NA,NA,TRUE,2,381249,
florida5,2018,US House,Al Lawson,democrat,FALSE,180527,270326,
florida5,2018,US House,Virginia Fuller,republican,FALSE,89799,270326,
florida6,2018,US House,Michael Waltz,republican,FALSE,187891,333649,
florida6,2018,US House,Nancy Soderberg,democrat,FALSE,145758,333649,
florida7,2018,US House,Mike Miller,republican,FALSE,134285,317398,
florida7,2018,US House,Stephanie Murphy,democrat,FALSE,183113,317398,
florida8,2018,US House,Bill Posey,republican,FALSE,218112,360527,
florida8,2018,US House,Sanjay Patel,democrat,FALSE,142415,360527,
florida9,2018,US House,Darren Soto,democrat,FALSE,172172,296737,
florida9,2018,US House,Wayne Liebnitzky,republican,FALSE,124565,296737,
florida10,2018,US House,Val Demings,democrat,FALSE,1,0.5,
florida11,2018,US House,Dana Cottrell,democrat,FALSE,128053,367506,
florida11,2018,US House,Daniel Webster,republican,FALSE,239395,367506,
florida11,2018,US House,NA,NA,TRUE,58,367506,
florida12,2018,US House,Angelika Purkis,no party affiliation,FALSE,7510,334918,
florida12,2018,US House,Chris Hunter,democrat,FALSE,132844,334918,
florida12,2018,US House,Gus Michael Bilirakis,republican,FALSE,194564,334918,
florida13,2018,US House,Charlie Crist,democrat,FALSE,182717,316971,
florida13,2018,US House,George Buck,republican,FALSE,134254,316971,
florida14,2018,US House,Kathy Castor,democrat,FALSE,1,0.5,
florida15,2018,US House,Kristen Carlson,democrat,FALSE,134132,285532,
florida15,2018,US House,Ross Spano,republican,FALSE,151380,285532,
florida15,2018,US House,NA,NA,TRUE,20,285532,
florida16,2018,US House,David Shapiro,democrat,FALSE,164463,361946,
florida16,2018,US House,Vern Buchanan,republican,FALSE,197483,361946,
florida17,2018,US House,Allen Ellison,democrat,FALSE,117194,310520,
florida17,2018,US House,Greg Steube,republican,FALSE,193326,310520,
florida18,2018,US House,Brian Mast,republican,FALSE,185905,342359,
florida18,2018,US House,Lauren Baer,democrat,FALSE,156454,342359,
florida19,2018,US House,David Holden,democrat,FALSE,128106,339607,
florida19,2018,US House,Francis Rooney,republican,FALSE,211465,339607,
florida19,2018,US House,NA,NA,TRUE,36,339607,
florida20,2018,US House,Alcee L. Hastings,democrat,FALSE,202659,202824,
florida20,2018,US House,Jay Bonner,no party affiliation,TRUE,165,202824,
florida21,2018,US House,Lois Frankel,democrat,FALSE,1,0.5,
florida22,2018,US House,Nicolas Kimaz,republican,FALSE,113049,297683,
florida22,2018,US House,Ted Deutch,democrat,FALSE,184634,297683,
florida23,2018,US House,Debbie Wasserman Schultz,democrat,FALSE,161611,276366,
florida23,2018,US House,Don Endriss,no party affiliation,FALSE,1612,276366,
florida23,2018,US House,Joseph 'Joe' Kaufman,republican,FALSE,99446,276366,
florida23,2018,US House,Timothy A. 'Tim' Canova,no party affiliation,FALSE,13697,276366,
florida24,2018,US House,Frederica Wilson,democrat,FALSE,1,0.5,
florida25,2018,US House,Mario Diaz-Balart,republican,FALSE,128672,212845,
florida25,2018,US House,Mary Barzee Flores,democrat,FALSE,84173,212845,
florida26,2018,US House,Carlos Curbelo,republican,FALSE,115678,235475,
florida26,2018,US House,Debbie Mucarsel-Powell,democrat,FALSE,119797,235475,
florida27,2018,US House,Donna Shalala,democrat,FALSE,130743,252586,
florida27,2018,US House,Maria Elvira Salazar,republican,FALSE,115588,252586,
florida27,2018,US House,Mayra Joli,no party affiliation,FALSE,6255,252586,
georgia1,2018,US House,"Earl L. """"""""Buddy"""""""" Carter",republican,FALSE,144741,250683,
georgia1,2018,US House,Lisa M. Ring,democrat,FALSE,105942,250683,
georgia2,2018,US House,Herman West Jr,republican,FALSE,92472,229171,
georgia2,2018,US House,Sanford Bishop,democrat,FALSE,136699,229171,
georgia3,2018,US House,Drew Ferguson,republican,FALSE,191996,293006,
georgia3,2018,US House,Chuck Enderlin,democrat,FALSE,101010,293006,
georgia4,2018,US House,Joe Profit,republican,FALSE,61092,288809,
georgia4,2018,US House,"Henry C """"""""Hank"""""""" Johnson Jr",democrat,FALSE,227717,288809,
georgia5,2018,US House,John R. Lewis,democrat,FALSE,275406,275406,
georgia6,2018,US House,Karen Handel,republican,FALSE,156875,317014,
georgia6,2018,US House,Lucy McBath,democrat,FALSE,160139,317014,
georgia6,2018,US House,NA,NA,TRUE,18,317032,
georgia7,2018,US House,Rob Woodall,republican,FALSE,140430,280441,
georgia7,2018,US House,Carolyn Bourdeaux,democrat,FALSE,140011,280441,
georgia8,2018,US House,Austin Scott,republican,FALSE,198152,198152,
georgia8,2018,US House,NA,NA,TRUE,564,198716,
georgia9,2018,US House,Doug Collins,republican,FALSE,224661,282573,
georgia9,2018,US House,Josh McCall,democrat,FALSE,57912,282573,
georgia9,2018,US House,NA,NA,TRUE,5,282578,
georgia10,2018,US House,Jody Hice,republican,FALSE,190396,302735,
georgia10,2018,US House,Tabitha A. Johnson-Green,democrat,FALSE,112339,302735,
georgia11,2018,US House,Barry Loudermilk,republican,FALSE,191887,310540,
georgia11,2018,US House,Flynn D. Broady Jr,democrat,FALSE,118653,310540,
georgia12,2018,US House,Rick W. Allen,republican,FALSE,148986,250489,
georgia12,2018,US House,Francys Johnson,democrat,FALSE,101503,250489,
georgia12,2018,US House,NA,NA,TRUE,3,250492,
georgia13,2018,US House,David Callahan,republican,FALSE,69760,292917,
georgia13,2018,US House,David Scott,democrat,FALSE,223157,292917,
georgia13,2018,US House,NA,NA,TRUE,93,293010,
georgia14,2018,US House,Tom Graves,republican,FALSE,175743,229724,
georgia14,2018,US House,Steven Lamar Foster,democrat,FALSE,53981,229724,
hawaii1,2018,US House,Ed Case,democrat,FALSE,134650,184211,
hawaii1,2018,US House,Cam Cavasso,republican,FALSE,42498,184211,
hawaii1,2018,US House,Michelle Rose Tippens,libertarian,FALSE,3498,184211,
hawaii1,2018,US House,Zachary B. Burd,green,FALSE,2214,184211,
hawaii1,2018,US House,Calvin C. Griffin,nonpartisan,FALSE,1351,184211,
hawaii2,2018,US House,Tulsi Gabbard,democrat,FALSE,153271,198121,
hawaii2,2018,US House,Brian Evans,republican,FALSE,44850,198121,
idaho1,2018,US House,Gordon Counsil,independent,FALSE,1054,315069,
idaho1,2018,US House,Paul Farmer,independent,FALSE,4479,315069,
idaho1,2018,US House,Natalie M. Fleming,independent,FALSE,6188,315069,
idaho1,2018,US House,Russ Fulcher,republican,FALSE,197719,315069,
idaho1,2018,US House,W. Scott Howard,libertarian,FALSE,5435,315069,
idaho1,2018,US House,Cristina McNeil,democrat,FALSE,96922,315069,
idaho1,2018,US House,Pro-Life,constitution,FALSE,3181,315069,
idaho1,2018,US House,NA,NA,TRUE,91,315069,
idaho2,2018,US House,Mike Simpson,republican,FALSE,170274,280655,
idaho2,2018,US House,Aaron Swisher,democrat,FALSE,110381,280655,
illinois1,2018,US House,Bobby L. Rush,democrat,FALSE,189560,257885,
illinois1,2018,US House,Jimmy Lee Tillman Ii,republican,FALSE,50960,257885,
illinois1,2018,US House,Thomas Rudbeck,independent,FALSE,17365,257885,
illinois2,2018,US House,David Merkle,republican,FALSE,44567,235251,
illinois2,2018,US House,Robin Kelly,democrat,FALSE,190684,235251,
illinois3,2018,US House,Arthur J. Jones,republican,FALSE,57885,223334,
illinois3,2018,US House,Daniel William Lipinski,democrat,FALSE,163053,223334,
illinois3,2018,US House,NA,NA,TRUE,2396,223334,
illinois4,2018,US House,Jesus \Chuy\ Garcia,democrat,FALSE,143895,166189,
illinois4,2018,US House,Mark Wayne Lorch,republican,FALSE,22294,166189,
illinois5,2018,US House,Mike Quigley,democrat,FALSE,213992,279131,
illinois5,2018,US House,Tom Hanson,republican,FALSE,65134,279131,
illinois5,2018,US House,NA,NA,TRUE,5,279131,
illinois6,2018,US House,Peter J. Roskam,republican,FALSE,146445,315446,
illinois6,2018,US House,Sean Casten,democrat,FALSE,169001,315446,
illinois7,2018,US House,Craig Cameron,republican,FALSE,30497,246243,
illinois7,2018,US House,Danny K. Davis,democrat,FALSE,215746,246243,
illinois8,2018,US House,Jitendra \Jd\ Diganvker,republican,FALSE,67073,197127,
illinois8,2018,US House,Raja Krishnamoorthi,democrat,FALSE,130054,197127,
illinois9,2018,US House,Janice D. Schakowsky,democrat,FALSE,213368,290351,
illinois9,2018,US House,John D. Elleson,republican,FALSE,76983,290351,
illinois10,2018,US House,Brad Schneider,democrat,FALSE,156540,238664,
illinois10,2018,US House,Douglas R. Bennett,republican,FALSE,82124,238664,
illinois11,2018,US House,Bill Foster,democrat,FALSE,145407,227765,
illinois11,2018,US House,Nick Stella,republican,FALSE,82358,227765,
illinois12,2018,US House,Brendan Kelly,democrat,FALSE,118724,261543,
illinois12,2018,US House,Mike Bost,republican,FALSE,134884,261543,
illinois12,2018,US House,Randy Auxier,green,FALSE,7935,261543,
illinois13,2018,US House,Betsy Dirksen Londrigan,democrat,FALSE,134458,270981,
