district,year,office,candidate,party,writein,candidatevotes,totalvotes,
illinois13,2018,US House,Rodney Davis,republican,FALSE,136516,270981,
illinois13,2018,US House,NA,NA,TRUE,7,270981,
illinois14,2018,US House,Lauren Underwood,democrat,FALSE,156035,297199,
illinois14,2018,US House,Randall M. \Randy\ Hultgren,republican,FALSE,141164,297199,
illinois15,2018,US House,John M. Shimkus,republican,FALSE,181294,255608,
illinois15,2018,US House,Kevin Gaither,democrat,FALSE,74309,255608,
illinois15,2018,US House,NA,NA,TRUE,5,255608,
illinois16,2018,US House,Adam Kinzinger,republican,FALSE,151254,255825,
illinois16,2018,US House,Sara Dady,democrat,FALSE,104569,255825,
illinois16,2018,US House,NA,NA,TRUE,2,255825,
illinois17,2018,US House,Cheri Bustos,democrat,FALSE,142659,229749,
illinois17,2018,US House,William W. \Bill\ Fawell,republican,FALSE,87090,229749,
illinois18,2018,US House,Darin Lahood,republican,FALSE,195927,291413,
illinois18,2018,US House,Junius Rodriguez,democrat,FALSE,95486,291413,
indiana1,2018,US House,Peter J. Visclosky,democrat,FALSE,159611,245209,
indiana1,2018,US House,Mark Leyva,republican,FALSE,85594,245209,
indiana1,2018,US House,NA,NA,TRUE,4,245209,
indiana2,2018,US House,Jackie Walorski,republican,FALSE,125499,228889,
indiana2,2018,US House,Mel Hall,democrat,FALSE,103363,228889,
indiana2,2018,US House,NA,NA,TRUE,27,228889,
indiana3,2018,US House,Jim Banks,republican,FALSE,158927,245537,
indiana3,2018,US House,Courtney Tritch,democrat,FALSE,86610,245537,
indiana4,2018,US House,Jim Baird,republican,FALSE,156539,244363,
indiana4,2018,US House,Tobi Beck,democrat,FALSE,87824,244363,
indiana5,2018,US House,Susan W. Brooks,republican,FALSE,180035,317177,
indiana5,2018,US House,Dee Thornton,democrat,FALSE,137142,317177,
indiana6,2018,US House,Greg Pence,republican,FALSE,154260,241726,
indiana6,2018,US House,Jeannine Lee Lake,democrat,FALSE,79430,241726,
indiana6,2018,US House,Tom Ferkinhoff,libertarian,FALSE,8030,241726,
indiana6,2018,US House,NA,NA,TRUE,6,241726,
indiana7,2018,US House,Andre D. Carson,democrat,FALSE,141139,217596,
indiana7,2018,US House,"Wayne """"Gunny"""" Harmon",republican,FALSE,76457,217596,
indiana8,2018,US House,Larry D. Bucshon,republican,FALSE,157396,244291,
indiana8,2018,US House,William Tanoos,democrat,FALSE,86895,244291,
indiana9,2018,US House,Trey Hollingsworth,republican,FALSE,153271,271361,
indiana9,2018,US House,Liz Watson,democrat,FALSE,118090,271361,
iowa1,2018,US House,Rod Blum,republican,FALSE,153442,334243,
iowa1,2018,US House,Abby Finkenauer,democrat,FALSE,170342,334243,
iowa1,2018,US House,Troy Hageman,libertarian,FALSE,10285,334243,
iowa1,2018,US House,NA,NA,TRUE,174,334243,
iowa2,2018,US House,Christopher Peters,republican,FALSE,133287,312913,
iowa2,2018,US House,Dave Loebsack,democrat,FALSE,171446,312913,
iowa2,2018,US House,Mark David Strauss,libertarian,FALSE,6181,312913,
iowa2,2018,US House,Daniel Clark,independent,FALSE,1837,312913,
iowa2,2018,US House,NA,NA,TRUE,162,312913,
iowa3,2018,US House,David Young,republican,FALSE,167933,356241,
iowa3,2018,US House,Cindy Axne,democrat,FALSE,175642,356241,
iowa3,2018,US House,Bryan Jack Holder,libertarian,FALSE,7267,356241,
iowa3,2018,US House,Paul Knupp,green,FALSE,1888,356241,
iowa3,2018,US House,Mark Elworth Jr,legal medical now,FALSE,2015,356241,
iowa3,2018,US House,Joe Grandanette,independent,FALSE,1301,356241,
iowa3,2018,US House,NA,NA,TRUE,195,356241,
iowa4,2018,US House,Steve King,republican,FALSE,157676,313251,
iowa4,2018,US House,J.D. Scholten,democrat,FALSE,147246,313251,
iowa4,2018,US House,Charles Aldrich,libertarian,FALSE,6161,313251,
iowa4,2018,US House,Edward Peterson,independent,FALSE,1962,313251,
iowa4,2018,US House,NA,NA,TRUE,206,313251,
kansas1,2018,US House,Alan LaPolice,democrat,FALSE,71558,224640,
kansas1,2018,US House,Roger Marshall,republican,FALSE,153082,224640,
kansas2,2018,US House,Kelly Standley,libertarian,FALSE,14731,264688,
kansas2,2018,US House,Paul Davis,democrat,FALSE,123859,264688,
kansas2,2018,US House,Steve Watkins,republican,FALSE,126098,264688,
kansas3,2018,US House,Chris Clemmons,libertarian,FALSE,8021,318301,
kansas3,2018,US House,Kevin Yoder,republican,FALSE,139762,318301,
kansas3,2018,US House,Sharice Davids,democrat,FALSE,170518,318301,
kansas4,2018,US House,James A. Thompson,democrat,FALSE,98445,242693,
kansas4,2018,US House,Ron Estes,republican,FALSE,144248,242693,
kentucky1,2018,US House,James R. Comer,republican,FALSE,172167,251016,
kentucky1,2018,US House,Paul Walker,democrat,FALSE,78849,251016,
kentucky2,2018,US House,S. Brett Guthrie,republican,FALSE,171700,257345,
kentucky2,2018,US House,Hank Linderman,democrat,FALSE,79964,257345,
kentucky2,2018,US House,Thomas A. Loecken,independent,FALSE,5681,257345,
kentucky3,2018,US House,John A. Yarmuth,democrat,FALSE,173002,278720,
kentucky3,2018,US House,Vickie Yates B. Glisson,republican,FALSE,101930,278720,
kentucky3,2018,US House,Gregory Boles,libertarian,FALSE,3788,278720,
kentucky4,2018,US House,Thomas Massie,republican,FALSE,162946,261812,
kentucky4,2018,US House,Seth Hall,democrat,FALSE,90536,261812,
kentucky4,2018,US House,Mike Moffett,independent,FALSE,8318,261812,
kentucky4,2018,US House,NA,NA,TRUE,12,261812,
kentucky5,2018,US House,"Harold """"Hal"""" Rogers",republican,FALSE,172093,218017,
kentucky5,2018,US House,Kenneth S. Stepp,democrat,FALSE,45890,218017,
kentucky5,2018,US House,NA,NA,TRUE,34,218017,
kentucky6,2018,US House,Andy Barr,republican,FALSE,154468,302888,
kentucky6,2018,US House,Amy McGrath,democrat,FALSE,144736,302888,
kentucky6,2018,US House,Frank Harris,libertarian,FALSE,2150,302888,
kentucky6,2018,US House,Rikka L. Wallin,independent,FALSE,1011,302888,
kentucky6,2018,US House,James Germalic,independent,FALSE,523,302888,
louisiana1,2018,US House,Lee Ann Dugas,democrat,FALSE,18560,269325,
louisiana1,2018,US House,"Jim"""" Francis",democrat,FALSE,8688,269325,
louisiana1,2018,US House,"Frederick """"Ferd"""" Jones",independent,FALSE,2443,269325,
louisiana1,2018,US House,Howard Kearney,libertarian,FALSE,2806,269325,
louisiana1,2018,US House,Tammy M. Savoie,democrat,FALSE,44273,269325,
louisiana1,2018,US House,Steve Scalise,republican,FALSE,192555,269325,
louisiana2,2018,US House,"Belden """"Noonie Man"""" Batiste",independent,FALSE,17260,235982,
louisiana2,2018,US House,Cedric Richmond,democrat,FALSE,190182,235982,
louisiana2,2018,US House,Shawndra Rodriguez,no party,FALSE,8075,235982,
louisiana2,2018,US House,Jesse Schmidt,no party,FALSE,20465,235982,
louisiana3,2018,US House,"Rob"""" Anderson",democrat,FALSE,13477,245943,
louisiana3,2018,US House,Aaron J. Andrus,libertarian,FALSE,2967,245943,
louisiana3,2018,US House,"Josh"""" Guillory",republican,FALSE,31387,245943,
louisiana3,2018,US House,Clay Higgins,republican,FALSE,136876,245943,
louisiana3,2018,US House,"Mildred """"Mimi"""" Methvin",democrat,FALSE,43729,245943,
louisiana3,2018,US House,Larry Rader,democrat,FALSE,9692,245943,
louisiana3,2018,US House,Verone Thomas,democrat,FALSE,7815,245943,
louisiana4,2018,US House,Mark David Halverson,no party,FALSE,4612,216872,
louisiana4,2018,US House,"Mike"""" Johnson",republican,FALSE,139326,216872,
louisiana4,2018,US House,Ryan Trundle,democrat,FALSE,72934,216872,
louisiana5,2018,US House,Ralph Abraham,republican,FALSE,149018,223946,
louisiana5,2018,US House,Billy Burkette,independent,FALSE,4799,223946,
louisiana5,2018,US House,Jessee Carlton Fleenor,democrat,FALSE,67118,223946,
louisiana5,2018,US House,Kyle Randol,libertarian,FALSE,3011,223946,
louisiana6,2018,US House,Justin Dewitt,democrat,FALSE,55089,268525,
louisiana6,2018,US House,Devin Lance Graham,independent,FALSE,5256,268525,
louisiana6,2018,US House,Garret Graves,republican,FALSE,186553,268525,
louisiana6,2018,US House,"Andie"""" Saizan",democrat,FALSE,21627,268525,
maine1,2018,US House,Martin J. Grohman,independent,FALSE,29670,342053,
maine1,2018,US House,Mark I. Holbrook,republican,FALSE,111188,342053,
maine1,2018,US House,Chellie Pingree,democrat,FALSE,201195,342053,
maine2,2018,US House,Jared F. Golden,democrat,FALSE,139231,281371,
maine2,2018,US House,Bruce Poliquin,republican,FALSE,136326,281371,
maryland1,2018,US House,Andy Harris,republican,FALSE,183,662,198965
maryland1,2018,US House,Jenica Martin,libertarian,FALSE,5,744,198965
maryland1,2018,US House,Jesse Colvin,democrat,FALSE,116,631,198965
maryland1,2018,US House,NA,NA,TRUE,95,198965,
maryland2,2018,US House,C.A. Dutch Ruppersberger,democrat,FALSE,167,201,163502
maryland2,2018,US House,Guy Mimoun,green,FALSE,2,904,163502
maryland2,2018,US House,Liz Matory,republican,FALSE,77,782,163502
maryland2,2018,US House,Michael Carney,libertarian,FALSE,5,215,163502
maryland2,2018,US House,NA,NA,TRUE,147,163502,
maryland3,2018,US House,Charles Anthony,republican,FALSE,82,774,190528
maryland3,2018,US House,David Lashar,libertarian,FALSE,7,476,190528
maryland3,2018,US House,John Sarbanes,democrat,FALSE,202,407,190528
maryland3,2018,US House,NA,NA,TRUE,136,190528,
maryland4,2018,US House,Anthony G. Brown,democrat,FALSE,209,642,167362
maryland4,2018,US House,Dave Bishop,libertarian,FALSE,5,326,167362
maryland4,2018,US House,George McDermott,republican,FALSE,53,327,167362
maryland4,2018,US House,NA,NA,TRUE,167,167362,
maryland5,2018,US House,Jacob Pulcher,libertarian,FALSE,3,592,196483
maryland5,2018,US House,Patrick J. Elder,green,FALSE,4,82,196483
maryland5,2018,US House,Steny H. Hoyer,democrat,FALSE,213,796,196483
maryland5,2018,US House,William A. Devine III,republican,FALSE,82,361,196483
maryland5,2018,US House,NA,NA,TRUE,244,196483,
maryland6,2018,US House,Amie Hoeber,republican,FALSE,105,209,188146
maryland6,2018,US House,David Trone,democrat,FALSE,163,346,188146
maryland6,2018,US House,George Gluck,green,FALSE,3,275,188146
maryland6,2018,US House,Kevin T. Caldwell,libertarian,FALSE,4,972,188146
maryland6,2018,US House,NA,NA,TRUE,172,188146,
maryland7,2018,US House,David R. Griggs,libertarian,FALSE,5,827,160698
maryland7,2018,US House,Elijah Cummings,democrat,FALSE,202,345,160698
maryland7,2018,US House,Richmond Davis,republican,FALSE,56,266,160698
maryland7,2018,US House,NA,NA,TRUE,178,160698,
maryland8,2018,US House,Jamie Raskin,democrat,FALSE,217,679,205535
maryland8,2018,US House,Jasen Wunder,libertarian,FALSE,4,853,205535
maryland8,2018,US House,John Walsh,republican,FALSE,96,525,205535
maryland8,2018,US House,NA,NA,TRUE,171,205535,
massachusetts1,2018,US House,Richard E. Neal,democrat,FALSE,211790,216900,
massachusetts1,2018,US House,NA,NA,TRUE,5110,216900,
massachusetts2,2018,US House,James P. McGovern,democrat,FALSE,191332,284893,
massachusetts2,2018,US House,Tracy Lyn Lovvorn,republican,FALSE,93391,284893,
massachusetts2,2018,US House,NA,NA,TRUE,170,284893,
massachusetts3,2018,US House,Lori Loureiro Trahan,democrat,FALSE,173175,279327,
massachusetts3,2018,US House,Rick Green,republican,FALSE,93445,279327,
massachusetts3,2018,US House,Michael P. Mullen,unenrolled,FALSE,12572,279327,
massachusetts3,2018,US House,NA,NA,TRUE,135,279327,
massachusetts4,2018,US House,Joseph P. Kennedy III,democrat,FALSE,245289,251016,
massachusetts4,2018,US House,NA,NA,TRUE,5727,251016,
massachusetts5,2018,US House,Katherine M. Clark,democrat,FALSE,236243,311324,
massachusetts5,2018,US House,John Hugo,republican,FALSE,74856,311324,
massachusetts5,2018,US House,NA,NA,TRUE,225,311324,
massachusetts6,2018,US House,Seth W. Moulton,democrat,FALSE,217703,333975,
massachusetts6,2018,US House,Joseph S. Schneider,republican,FALSE,104798,333975,
massachusetts6,2018,US House,Mary Jean Charbonneau,unenrolled,FALSE,11309,333975,
massachusetts6,2018,US House,NA,NA,TRUE,165,333975,
massachusetts7,2018,US House,Ayanna S. Pressley,democrat,FALSE,216559,220411,
massachusetts7,2018,US House,NA,NA,TRUE,3852,220411,
massachusetts8,2018,US House,Stephen F. Lynch,democrat,FALSE,259159,263307,
massachusetts8,2018,US House,NA,NA,TRUE,4148,263307,
massachusetts9,2018,US House,Bill Keating,democrat,FALSE,192347,323928,
massachusetts9,2018,US House,Peter D. Tedeschi,republican,FALSE,131463,323928,
massachusetts9,2018,US House,NA,NA,TRUE,118,323928,
michigan1,2018,US House,Jack Bergman,republican,FALSE,187251,332497,
michigan1,2018,US House,Matthew W. Morgan,democrat,FALSE,145246,332497,
michigan2,2018,US House,Bill Huizenga,republican,FALSE,168970,305463,
michigan2,2018,US House,Rob Davidson,democrat,FALSE,131254,305463,
michigan2,2018,US House,Ronald E. Graeser,us taxpayers,FALSE,5239,305463,
michigan3,2018,US House,Cathy Albro,democrat,FALSE,134185,310740,
michigan3,2018,US House,Justin Amash,republican,FALSE,169107,310740,
michigan3,2018,US House,Ted Gerrard,us taxpayers,FALSE,7445,310740,
michigan3,2018,US House,NA,NA,TRUE,3,310740,
michigan4,2018,US House,Jerry Hilliard,democrat,FALSE,106540,285050,
michigan4,2018,US House,John Moolenaar,republican,FALSE,178510,285050,
michigan5,2018,US House,Daniel T. Kildee,democrat,FALSE,164502,276413,
michigan5,2018,US House,Kathy Goodwin,working class,FALSE,12646,276413,
michigan5,2018,US House,Travis Wines,republican,FALSE,99265,276413,
michigan6,2018,US House,Fred Upton,republican,FALSE,147436,293438,
michigan6,2018,US House,Matt Longjohn,democrat,FALSE,134082,293438,
michigan6,2018,US House,Stephen J. Young,us taxpayers,FALSE,11920,293438,
michigan7,2018,US House,Gretchen Driskell,democrat,FALSE,136330,295060,
michigan7,2018,US House,Tim Walberg,republican,FALSE,158730,295060,
michigan8,2018,US House,Brian Ellison,libertarian,FALSE,6302,341593,
michigan8,2018,US House,David J. Lillis,us taxpayers,FALSE,2629,341593,
michigan8,2018,US House,Elissa Slotkin,democrat,FALSE,172880,341593,
michigan8,2018,US House,Mike Bishop,republican,FALSE,159782,341593,
michigan9,2018,US House,Andrea Kirby,working class,FALSE,6797,304563,
michigan9,2018,US House,Andy Levin,democrat,FALSE,181734,304563,
michigan9,2018,US House,Candius Stearns,republican,FALSE,112123,304563,
michigan9,2018,US House,John V. McDermott,green,FALSE,3909,304563,
michigan10,2018,US House,Harley Mikkelson,green,FALSE,2851,303064,
michigan10,2018,US House,Jeremy Peruski,no  affiliation,FALSE,11344,303064,
michigan10,2018,US House,Kimberly Bizon,democrat,FALSE,106061,303064,
michigan10,2018,US House,Paul Mitchell,republican,FALSE,182808,303064,
michigan11,2018,US House,Cooper Nye,no  affiliation,FALSE,4727,350901,
michigan11,2018,US House,Haley Stevens,democrat,FALSE,181912,350901,
michigan11,2018,US House,Lena Epstein,republican,FALSE,158463,350901,
michigan11,2018,US House,Leonard Schwartz,libertarian,FALSE,5799,350901,
michigan12,2018,US House,Debbie Dingell,democrat,FALSE,200588,294628,
michigan12,2018,US House,Gary Walkowicz,working class,FALSE,6712,294628,
michigan12,2018,US House,Jeff Jones,republican,FALSE,85115,294628,
michigan12,2018,US House,Niles Niemuth,no  affiliation,FALSE,2213,294628,
michigan13,2018,US House,D. Etta Wilcoxon,green,FALSE,7980,196299,
michigan13,2018,US House,Rashida Tlaib,democrat,FALSE,165355,196299,
michigan13,2018,US House,Sam Johnson,working class,FALSE,22186,196299,
michigan13,2018,US House,NA,NA,TRUE,778,196299,
michigan14,2018,US House,Brenda Lawrence,democrat,FALSE,214334,264994,
michigan14,2018,US House,Marc S. Herschfus,republican,FALSE,45899,264994,
michigan14,2018,US House,Philip Kolody,working class,FALSE,4761,264994,
minnesota1,2018,US House,Jim Hagedorn,republican,FALSE,146200,291661,
minnesota1,2018,US House,Dan Feehan,democratic-farmer-labor,FALSE,144885,291661,
minnesota1,2018,US House,NA,NA,TRUE,576,291661,
minnesota2,2018,US House,Jason Lewis,republican,FALSE,159344,337968,
minnesota2,2018,US House,Angie Craig,democratic-farmer-labor,FALSE,177958,337968,
minnesota2,2018,US House,NA,NA,TRUE,666,337968,
minnesota3,2018,US House,Erik Paulsen,republican,FALSE,160839,363949,
minnesota3,2018,US House,Dean Phillips,democratic-farmer-labor,FALSE,202404,363949,
minnesota3,2018,US House,NA,NA,TRUE,706,363949,
minnesota4,2018,US House,Greg Ryan,republican,FALSE,97747,328614,
minnesota4,2018,US House,Betty McCollum,democratic-farmer-labor,FALSE,216865,328614,
minnesota4,2018,US House,Susan Pendergast Sindt,legal marijuana now,FALSE,13776,328614,
minnesota4,2018,US House,NA,NA,TRUE,226,328614,
minnesota5,2018,US House,Jennifer Zielinski,republican,FALSE,74440,343358,
minnesota5,2018,US House,Ilhan Omar,democratic-farmer-labor,FALSE,267703,343358,
minnesota5,2018,US House,NA,NA,TRUE,1215,343358,
minnesota6,2018,US House,Tom Emmer,republican,FALSE,192931,315726,
minnesota6,2018,US House,Ian Todd,democratic-farmer-labor,FALSE,122332,315726,
minnesota6,2018,US House,NA,NA,TRUE,463,315726,
minnesota7,2018,US House,Dave Hughes,republican,FALSE,134668,281509,
minnesota7,2018,US House,Collin C. Peterson,democratic-farmer-labor,FALSE,146672,281509,
minnesota7,2018,US House,NA,NA,TRUE,169,281509,
minnesota8,2018,US House,Pete Stauber,republican,FALSE,159364,314211,
minnesota8,2018,US House,Joe Radinovich,democratic-farmer-labor,FALSE,141950,314211,
minnesota8,2018,US House,Ray Skip Sandman,independence,FALSE,12741,314211,
minnesota8,2018,US House,NA,NA,TRUE,156,314211,
mississippi1,2018,US House,Trent Kelly,republican,FALSE,158245,236521,
mississippi1,2018,US House,Randy Mack Wadkins,democrat,FALSE,76601,236521,
mississippi1,2018,US House,Tracella Lou O'Hara Hill,reform,FALSE,1675,236521,
mississippi2,2018,US House,Bennie G. Thompson,democrat,FALSE,158921,221379,
mississippi2,2018,US House,Irving Harris,reform,FALSE,14354,221379,
mississippi2,2018,US House,Troy Ray,independent,FALSE,48104,221379,
mississippi3,2018,US House,Michael Ted Evans,democrat,FALSE,94461,257271,
mississippi3,2018,US House,Michael Guest,republican,FALSE,160284,257271,
mississippi3,2018,US House,Matthew Holland,reform,FALSE,2526,257271,
